id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
5096,00016391_0.wav,"BMW garchi sudda yutib chiqqan sotsialistik lagerga kirgan qo'shnilardan nomini qaytarib olgan bo'lsa ham, oradan ko'p o'tmay baribir mototsikl ishlab chiqarishni qisqartirishga majbur bo'ladi. Gap shundaki, urushdan keyin sanoat inqiloblari natijasida Yevropa mamlakatlari tez fursatda yana iqtisodiy rivojlanib, eng ilg'or davlatlarga aylanadi. Buning ortidan aholining turmush darajasi oshadi va endi odamlar mototsikllar emas, ko'proq","BMW garchi sudda yutib chiqqan sotsialistik lagerga kirgan qo'shnilardan nomini qaytarib olgan bo'lsa ham, oradan ko'p o'tmay baribir mototsikl ishlab chiqarishni qisqartirishga majbur bo'ladi. Gap shundaki, urushdan keyin sanoat inqiloblari natijasida Yevropa mamlakatlari tez fursatda yana iqtisodiy rivojlanib, eng ilg'or davlatlarga aylanadi. Buning ortidan aholining turmush darajasi oshadi va endi odamlar mototsikllar emas, ko'proq yeng...",bmw garchi sudda yutib chiqqan sotsialistik lagerga kirgan qo'shnilardan nomini qaytarib olgan bo'lsa ham oradan ko'p o'tmay baribir mototsikl ishlab chiqarishni qisqartirishga majbur bo'ladi gap shundaki urushdan keyin sanoat inqiloblari natijasida yevropa mamlakatlari tez fursatda yana iqtisodiy rivojlanib eng ilg'or davlatlarga aylanadi buning ortidan aholining turmush darajasi oshadi va endi odamlar mototsikllar emas ko'proq,bmw garchi sudda yutib chiqqan sotsialistik lagerga kirgan qo'shnilardan nomini qaytarib olgan bo'lsa ham oradan ko'p o'tmay baribir mototsikl ishlab chiqarishni qisqartirishga majbur bo'ladi gap shundaki urushdan keyin sanoat inqiloblari natijasida yevropa mamlakatlari tez fursatda yana iqtisodiy rivojlanib eng ilg'or davlatlarga aylanadi buning ortidan aholining turmush darajasi oshadi va endi odamlar mototsikllar emas ko'proq yeng,0.0185,0.9942,28.45,"BMW garchi sudda yutib chiqqan sotsialistik lagerga kirgan qo'shnilardan nomini qaytarib olgan bo'lsa ham, oradan ko'p o'tmay baribir mototsikl ishlab chiqarishni qisqartirishga majbur bo'ladi. Gap shundaki, urushdan keyin sanoat inqiloblari natijasida Yevropa mamlakatlari tez fursatda yana iqtisodiy rivojlanib, eng ilg'or davlatlarga aylanadi. Buning ortidan aholining turmush darajasi oshadi va endi odamlar mototsikllar emas, ko'proq"
10862,00015797_0.wav,"lekin amaliy ishga o'tish cho'zilib ketyapti. Pulli yo'llar qurilishi rejalashtirilayotgani haqida dastlabki xabarlar 2017-yilda paydo bo'lgandi. O'shanda Toshkentdan Samarqand orqali Buxoroga olib boradigan birinchi pulli avtoyo'l loyihasi ishlab chiqilayotgani, u mavjud yo'lga parallel alohida yo'l bo'lishi aytilgandi. Keyin 2018-yil mart oyida Germaniyaning Günter Papenburg kompaniyasining boshqaruv raisi Toshkentga kelib, Avtomobil yo'llari qo'mitasining o'sha vaqtgi rahbari","lekin amaliy ishga oʻtish choʻzilib ketyapti. Pulli yoʻllar qurilishi rejalashtirilayotgani haqida dastlabki xabarlar 2017-yilda paydo boʻlgandi. Oʻshanda Toshkentdan Samarqand orqali Buxoroga olib boradigan birinchi pulli avtoyoʻl loyihasi ishlab chiqilayotgani, u mavjud yoʻlga parallel alohida yoʻl boʻlishi aytilgandi. Keyin 2018-yil mart oyida Germaniyaning Gunter Papenburg kompaniyasining boshqaruv raisi Toshkentga kelib, avtomobil yoʻllari qoʻmitasining oʻsha vaqtdagi rahbari Abdu...",lekin amaliy ishga o'tish cho'zilib ketyapti pulli yo'llar qurilishi rejalashtirilayotgani haqida dastlabki xabarlar ikki ming o'n yettinchi yilda paydo bo'lgandi o'shanda toshkentdan samarqand orqali buxoroga olib boradigan birinchi pulli avtoyo'l loyihasi ishlab chiqilayotgani u mavjud yo'lga parallel alohida yo'l bo'lishi aytilgandi keyin ikki ming o'n sakkizinchi yil mart oyida germaniyaning günter papenburg kompaniyasining boshqaruv raisi toshkentga kelib avtomobil yo'llari qo'mitasining o'sha vaqtgi rahbari,lekin amaliy ishga o'tish cho'zilib ketyapti pulli yo'llar qurilishi rejalashtirilayotgani haqida dastlabki xabarlar ikki ming o'n yettinchi yilda paydo bo'lgandi o'shanda toshkentdan samarqand orqali buxoroga olib boradigan birinchi pulli avtoyo'l loyihasi ishlab chiqilayotgani u mavjud yo'lga parallel alohida yo'l bo'lishi aytilgandi keyin ikki ming o'n sakkizinchi yil mart oyida germaniyaning gunter papenburg kompaniyasining boshqaruv raisi toshkentga kelib avtomobil yo'llari qo'mitasining o'sha vaqtdagi rahbari abdu,0.0476,0.9722,28.49,"lekin amaliy ishga o'tish cho'zilib ketyapti. Pulli yo'llar qurilishi rejalashtirilayotgani haqida dastlabki xabarlar 2017-yilda paydo bo'lgandi. O'shanda Toshkentdan Samarqand orqali Buxoroga olib boradigan birinchi pulli avtoyo'l loyihasi ishlab chiqilayotgani, u mavjud yo'lga parallel alohida yo'l bo'lishi aytilgandi. Keyin 2018-yil mart oyida Germaniyaning Gunter Papenburg kompaniyasining boshqaruv raisi Toshkentga kelib, Avtomobil yo'llari qo'mitasining o'sha vaqtdagi rahbari"
17665,00018390_1.wav,"Har xil hayvonlar bor-da. Fillar bor, otlar bor. Fillar, otlar bor, qanoti bor ot. O'sha qanoti bor otni yasaganman-da.","har xil hayvonlar borda. fillar bor, otlar bor. fillar, otlar bor. qanoti bor ot. o'sha qanoti bor otni yasaganman-da.",har xil hayvonlar bor-da fillar bor otlar bor fillar otlar bor qanoti bor ot o'sha qanoti bor otni yasaganman-da,har xil hayvonlar borda fillar bor otlar bor fillar otlar bor qanoti bor ot o'sha qanoti bor otni yasaganman-da,0.0526,0.9955,7.57,"Har xil hayvonlar bor-da. Fillar bor, otlar bor. Fillar, otlar bor, qanoti bor ot. O'sha qanoti bor otni yasaganman-da."
2262,00010811_0.wav,17-mart kuni ichki ishlar organlariga ma'lum qilgan. 16-mart kuni hech narsa bo'lmagandek Surxondaryo viloyatining Jarqo'rg'on tumanidagi to'y marosimida ishtirok etgan. Joriy yilning 24-mart kuni birinchi Toshkent xalqaro investitsiya forumi bo'lib o'tdi. Forumni Prezident Shavkat Mirziyoyev ochib berdi. Ilk marotaba o'tkazilgan Toshkent xalqaro investitsiya forumida 56 ta davlatdan 1500 dan ziyod yirik investorlar va yuqori martabali mehmonlar ishtirok etdi.,17-mart kuni ichki ishlar organlariga maʼlum qilgan. 16-mart kuni hech narsa boʻlmagandek Surxondaryo viloyatining Jarqoʻrgʻon tumanidagi toʻy marosimida ishtirok etgan. Joriy yilning 24-mart kuni birinchi Toshkent xalqaro investitsiya forumi boʻlib oʻtdi. Forumni prezident Shavkat Mirziyoyev ochib berdi. Ilk marotaba oʻtkazilgan Toshkent xalqaro investitsiya forumida 56 ta davlatdan 1 yarim mingdan ziyod yirik investorlar va yuqori martabali mehmonlar ishtirok etdi.,o'n yettinchi mart kuni ichki ishlar organlariga ma'lum qilgan o'n oltinchi mart kuni hech narsa bo'lmagandek surxondaryo viloyatining jarqo'rg'on tumanidagi to'y marosimida ishtirok etgan joriy yilning yigirma to'rtinchi mart kuni birinchi toshkent xalqaro investitsiya forumi bo'lib o'tdi forumni prezident shavkat mirziyoyev ochib berdi ilk marotaba o'tkazilgan toshkent xalqaro investitsiya forumida ellik oltita davlatdan bir ming besh yuzdan ziyod yirik investorlar va yuqori martabali mehmonlar ishtirok etdi,o'n yettinchi mart kuni ichki ishlar organlariga ma'lum qilgan o'n oltinchi mart kuni hech narsa bo'lmagandek surxondaryo viloyatining jarqo'rg'on tumanidagi to'y marosimida ishtirok etgan joriy yilning yigirma to'rtinchi mart kuni birinchi toshkent xalqaro investitsiya forumi bo'lib o'tdi forumni prezident shavkat mirziyoyev ochib berdi ilk marotaba o'tkazilgan toshkent xalqaro investitsiya forumida ellik oltita davlatdan bir yarim mingdan ziyod yirik investorlar va yuqori martabali mehmonlar ishtirok etdi,0.0455,0.9698,28.31,17-mart kuni ichki ishlar organlariga ma'lum qilgan. 16-mart kuni hech narsa bo'lmagandek Surxondaryo viloyatining Jarqo'rg'on tumanidagi to'y marosimida ishtirok etgan. Joriy yilning 24-mart kuni birinchi Toshkent xalqaro investitsiya forumi bo'lib o'tdi. Forumni Prezident Shavkat Mirziyoyev ochib berdi. Ilk marotaba o'tkazilgan Toshkent xalqaro investitsiya forumida 56 ta davlatdan 1500 dan ziyod yirik investorlar va yuqori martabali mehmonlar ishtirok etdi.
27134,00006419_0.wav,"Xotin-qizlarni kasanachilik va hunarmandchilik yo'nalishlarida kasb-hunarga o'qitish bilan bog'liq xarajatlar Oila va xotin-qizlarni qo'llab-quvvatlash davlat maqsadli jamg'armasi mablag'lari hisobidan tasdiqlangan xarajatlar smetasi doirasida moliyalashtiriladi. Bunda ta'lim tashkilotlarida kasb-hunarga o'qitilgan har bir bitiruvchi xotin-qiz uchun sarflangan o'qitish xarajatlarining 70 foizi, biroq bazaviy hisoblash miqdorining besh barobaridan oshmagan qismi","xotin-qizlarni kasanachilik va hunarmandchilik yoʻnalishlarida kasb-hunarga oʻqitish bilan bogʻliq xarajatlar, oila va xotin-qizlarni qoʻllab-quvvatlash davlat maqsadli jamgʻarmasi mablagʻlari hisobidan tasdiqlangan xarajatlar smetasi doirasida moliyalashtiriladi. Bunda taʼlim tashkilotlarida kasb-hunarga oʻqitilgan har bir bitiruvchi xotin-qiz uchun sarflangan oʻqitish xarajatlarining 70 foizi, biroq bazaviy hisoblash miqdorining besh barobardan oshmagan qismi",xotin-qizlarni kasanachilik va hunarmandchilik yo'nalishlarida kasb-hunarga o'qitish bilan bog'liq xarajatlar oila va xotin-qizlarni qo'llab-quvvatlash davlat maqsadli jamg'armasi mablag'lari hisobidan tasdiqlangan xarajatlar smetasi doirasida moliyalashtiriladi bunda ta'lim tashkilotlarida kasb-hunarga o'qitilgan har bir bitiruvchi xotin-qiz uchun sarflangan o'qitish xarajatlarining yetmish foizi biroq bazaviy hisoblash miqdorining besh barobaridan oshmagan qismi,xotin-qizlarni kasanachilik va hunarmandchilik yo'nalishlarida kasb-hunarga o'qitish bilan bog'liq xarajatlar oila va xotin-qizlarni qo'llab-quvvatlash davlat maqsadli jamg'armasi mablag'lari hisobidan tasdiqlangan xarajatlar smetasi doirasida moliyalashtiriladi bunda ta'lim tashkilotlarida kasb-hunarga o'qitilgan har bir bitiruvchi xotin-qiz uchun sarflangan o'qitish xarajatlarining yetmish foizi biroq bazaviy hisoblash miqdorining besh barobardan oshmagan qismi,0.0213,0.9604,28.22,"Xotin-qizlarni kasanachilik va hunarmandchilik yo'nalishlarida kasb-hunarga o'qitish bilan bog'liq xarajatlar Oila va xotin-qizlarni qo'llab-quvvatlash davlat maqsadli jamg'armasi mablag'lari hisobidan tasdiqlangan xarajatlar smetasi doirasida moliyalashtiriladi. Bunda ta'lim tashkilotlarida kasb-hunarga o'qitilgan har bir bitiruvchi xotin-qiz uchun sarflangan o'qitish xarajatlarining 70 foizi, biroq bazaviy hisoblash miqdorining besh barobaridan oshmagan qismi"
22095,00013335_1.wav,"Bu nimaga fuqarolarimizga nima foydasi bor hozir? Men ro'yxatga turdim, nima beradi menga? Siz ro'yxatga keldingiz, turdingiz. Shunaqa vaziyat bo'lyaptiki, sizda","Bu nimaga fuqarolarimizga nima foydasi bor hozir? Mana ro'yxatga turdim, nima beradi menga? Siz ro'yxatga keldingiz, turdingiz. Shunaqa vaziyat bo'lyaptiki, sizda",bu nimaga fuqarolarimizga nima foydasi bor hozir men ro'yxatga turdim nima beradi menga siz ro'yxatga keldingiz turdingiz shunaqa vaziyat bo'lyaptiki sizda,bu nimaga fuqarolarimizga nima foydasi bor hozir mana ro'yxatga turdim nima beradi menga siz ro'yxatga keldingiz turdingiz shunaqa vaziyat bo'lyaptiki sizda,0.0476,0.9904,9.91,"Bu nimaga fuqarolarimizga nima foydasi bor hozir? Men ro'yxatga turdim, nima beradi menga? Siz ro'yxatga keldingiz, turdingiz. Shunaqa vaziyat bo'lyaptiki, sizda"
18770,00012421_0.wav,"2021-yil adashmasam agar ""Faol tadbirkor"" ko'krak nishoni ta'sis etilgan. Mana shu yil davomida faol bo'lgan tadbirkorlarga beriladi, 100 ta tadbirkorga beriladi. Avgust oyida va o'sha 2021-yil ta'sis etilgan o'sha tadbirkor bilan, ""Faol tadbirkor"" ko'krak nishoni bilan birga farmoyish chiqqan.","2021-yil adashmasam agar, faol tadbirkor ko'krak nishoni ta'sis etilgan. Mana shu yil davomida faol bo'lgan tadbirkorlarga beriladi. 100 ta tadbirkorga beriladi. Avgust oyida. I o'sha 2021-yil ta'sis etilgan o'sha tadbirkor bilan faol tadbirkor ko'krak nishoni bilan birga farmoyish chiqqan.",ikki ming yigirma birinchi yil adashmasam agar faol tadbirkor ko'krak nishoni ta'sis etilgan mana shu yil davomida faol bo'lgan tadbirkorlarga beriladi yuzta tadbirkorga beriladi avgust oyida va o'sha ikki ming yigirma birinchi yil ta'sis etilgan o'sha tadbirkor bilan faol tadbirkor ko'krak nishoni bilan birga farmoyish chiqqan,ikki ming yigirma birinchi yil adashmasam agar faol tadbirkor ko'krak nishoni ta'sis etilgan mana shu yil davomida faol bo'lgan tadbirkorlarga beriladi yuzta tadbirkorga beriladi avgust oyida i o'sha ikki ming yigirma birinchi yil ta'sis etilgan o'sha tadbirkor bilan faol tadbirkor ko'krak nishoni bilan birga farmoyish chiqqan,0.0217,0.9954,17.74,"2021-yil adashmasam agar ""Faol tadbirkor"" ko'krak nishoni ta'sis etilgan. Mana shu yil davomida faol bo'lgan tadbirkorlarga beriladi, 100 ta tadbirkorga beriladi. Avgust oyida va o'sha 2021-yil ta'sis etilgan o'sha tadbirkor bilan, ""Faol tadbirkor"" ko'krak nishoni bilan birga farmoyish chiqqan."
7042,00013504_0.wav,"yo'q qilmoqchisiz, sindirmoqchisiz. To'g'risini aytsam, uni umuman bunaqa bir maqsad yo'q. Faqatgina ikkinchi variant, ya'ni to'g'ri yo'lda ishlaydigan variant bermoqchiman. Agar","yoʻq qilmoqchisiz, sindirmoqchisiz. Toʻgʻrisini aytsam, umuman bunaqa bir maqsad yoʻq. faqatgina ikkinchi variant, yaʼni toʻgʻri yoʻlda ishlaydigan variant bermoqchiman. agar",yo'q qilmoqchisiz sindirmoqchisiz to'g'risini aytsam uni umuman bunaqa bir maqsad yo'q faqatgina ikkinchi variant ya'ni to'g'ri yo'lda ishlaydigan variant bermoqchiman agar,yo'q qilmoqchisiz sindirmoqchisiz to'g'risini aytsam umuman bunaqa bir maqsad yo'q faqatgina ikkinchi variant ya'ni to'g'ri yo'lda ishlaydigan variant bermoqchiman agar,0.0476,0.9882,18.84,"yo'q qilmoqchisiz, sindirmoqchisiz. To'g'risini aytsam, uni umuman bunaqa bir maqsad yo'q. Faqatgina ikkinchi variant, ya'ni to'g'ri yo'lda ishlaydigan variant bermoqchiman. Agar"
300,00004558_0.wav,"lavozimiga saylangani bilan chin yurakdan tabrikladi. Yana yurtimizga doir voqelik haqida so'z yuritamiz. Keyingi xabarimiz, keyingi yildan oliy o'quv yurtlariga kirish uchun test sinovlari 15 kun davomida o'tkazilishi kutilmoqda. Mazkur xabar ham ijtimoiy tarmoqlarda yurtdoshlarimiz bilan o'zaro muloqotlarda juda ko'p muhokamalarga sabab bo'ldi. 2018-2019 o'quv yilida test jarayoni 15 kun davomida o'tkazil",ni lavozimiga saylangani bilan chin yurakdan tabrikladi. Yana yurtimizga doir voqeylik haqida soʻz yuritamiz. Keyingi xabarimiz. Keyingi yildan oliy oʻquv yurtlariga kirish uchun test sinovlari 15 kun davomida oʻtkazilishi kutilmoqda. Mazkur xabar ham ijtimoiy tarmoqlarda yurtdoshlarimiz bilan oʻzaro muloqotlarda juda koʻp muhokamalarga sabab boʻldi. 2018-2019 oʻquv yilida test jarayoni 15 kun davomida oʻtkazil...,lavozimiga saylangani bilan chin yurakdan tabrikladi yana yurtimizga doir voqelik haqida so'z yuritamiz keyingi xabarimiz keyingi yildan oliy o'quv yurtlariga kirish uchun test sinovlari o'n besh kun davomida o'tkazilishi kutilmoqda mazkur xabar ham ijtimoiy tarmoqlarda yurtdoshlarimiz bilan o'zaro muloqotlarda juda ko'p muhokamalarga sabab bo'ldi ikki ming o'n sakkiz ikki ming o'n to'qqiz o'quv yilida test jarayoni o'n besh kun davomida o'tkazil,ni lavozimiga saylangani bilan chin yurakdan tabrikladi yana yurtimizga doir voqeylik haqida so'z yuritamiz keyingi xabarimiz keyingi yildan oliy o'quv yurtlariga kirish uchun test sinovlari o'n besh kun davomida o'tkazilishi kutilmoqda mazkur xabar ham ijtimoiy tarmoqlarda yurtdoshlarimiz bilan o'zaro muloqotlarda juda ko'p muhokamalarga sabab bo'ldi ikki ming o'n sakkiz ikki ming o'n to'qqiz o'quv yilida test jarayoni o'n besh kun davomida o'tkazil,0.0328,0.9956,28.46,"lavozimiga saylangani bilan chin yurakdan tabrikladi. Yana yurtimizga doir voqelik haqida so'z yuritamiz. Keyingi xabarimiz, keyingi yildan oliy o'quv yurtlariga kirish uchun test sinovlari 15 kun davomida o'tkazilishi kutilmoqda. Mazkur xabar ham ijtimoiy tarmoqlarda yurtdoshlarimiz bilan o'zaro muloqotlarda juda ko'p muhokamalarga sabab bo'ldi. 2018-2019 o'quv yilida test jarayoni 15 kun davomida o'tkazil"
28768,00019180_0.wav,"2023-yilgi saylovda garchi tobi qochib qolgan bo'lsada, prezidentlik uchun ovoz berishni uddalagan. 2016-yilgi saylovda Mirziyoyevga raqib sifatida Adolat sotsial demokratik partiyasidan ishtirok etgan Umarov 3.46%lik ovoz bilan uchinchi bo'lgandi. Sarvar Otamurodov Milliy tiklanishdan 2016-yilgi saylovda nomzodi qo'yilgan. 2019-yilda Xotamjon Ketmonov bilan deyarli bir vaqtda","Umarov ikki ming yigirma uchinchi yilgi saylovda, garchi tobi qochib qolgan boʻlsa-da, prezidentlik uchun ovoz berishni uddalagan. Ikki ming oʻn oltinchi yilgi saylovda Mirziyoyevga raqib sifatida Adolat Sotsial Demokratik Partiyasidan ishtirok etgan Umarov uch butun yuzdan qirq olti foizlik ovoz bilan uchinchi boʻlgandi. Sarvar Otamurodov. Milliy tiklanishdan ikki ming oʻn oltinchi yilgi saylovda nomzodi qoʻyilgan, ikki ming oʻn toʻqqizinchi yilda Xotamjon Ketmonov bilan deyarli bir vaqtda",ikki ming yigirma uchinchi yilgi saylovda garchi tobi qochib qolgan bo'lsada prezidentlik uchun ovoz berishni uddalagan ikki ming o'n oltinchi yilgi saylovda mirziyoyevga raqib sifatida adolat sotsial demokratik partiyasidan ishtirok etgan umarov uch butun qirq olti foizlik ovoz bilan uchinchi bo'lgandi sarvar otamurodov milliy tiklanishdan ikki ming o'n oltinchi yilgi saylovda nomzodi qo'yilgan ikki ming o'n to'qqizinchi yilda xotamjon ketmonov bilan deyarli bir vaqtda,umarov ikki ming yigirma uchinchi yilgi saylovda garchi tobi qochib qolgan bo'lsa-da prezidentlik uchun ovoz berishni uddalagan ikki ming o'n oltinchi yilgi saylovda mirziyoyevga raqib sifatida adolat sotsial demokratik partiyasidan ishtirok etgan umarov uch butun yuzdan qirq olti foizlik ovoz bilan uchinchi bo'lgandi sarvar otamurodov milliy tiklanishdan ikki ming o'n oltinchi yilgi saylovda nomzodi qo'yilgan ikki ming o'n to'qqizinchi yilda xotamjon ketmonov bilan deyarli bir vaqtda,0.0469,0.8307,28.49,"Umarov 2023-yilgi saylovda garchi tobi qochib qolgan bo'lsada, prezidentlik uchun ovoz berishni uddalagan. 2016-yilgi saylovda Mirziyoyevga raqib sifatida Adolat sotsial demokratik partiyasidan ishtirok etgan Umarov 3.46%lik ovoz bilan uchinchi bo'lgandi. Sarvar Otamurodov Milliy tiklanishdan 2016-yilgi saylovda nomzodi qo'yilgan. 2019-yilda Xotamjon Ketmonov bilan deyarli bir vaqtda"
16602,00015163_0.wav,"AQSH yangi olam barpo etish ishtiyoqida 12 million hinduni yostig'ini quritgan. Ming yillar Amerika hududida istiqomat qilib kelgan hindularga yevropaliklar tomonidan turli xil qiynoqlar, qirg'inlar, ularga nisbatan adolatsizliklar amalga oshirilgan. Tarixchilar yevropaliklarni Amerika qit'asiga kirib kelishini hindularga nisbatan bosqinchilik deb atashadi.","AQSh yangi olam barpo etish ishtiyoqida 12 million hinduni yostigʻini quritgan. Ming yillar Amerika hududida istiqomat qilib kelgan hindularga Yevropaliklar tomonidan turli xil qiynoqlar, qirgʻinlar, ularga nisbatan adolatsizliklar amalga oshirilgan. Tarixchilar Yevropaliklarni Amerika qittasiga kirib kelishini hindularga nisbatan bosqinchilik deb atashadi.",aqsh yangi olam barpo etish ishtiyoqida o'n ikki million hinduni yostig'ini quritgan ming yillar amerika hududida istiqomat qilib kelgan hindularga yevropaliklar tomonidan turli xil qiynoqlar qirg'inlar ularga nisbatan adolatsizliklar amalga oshirilgan tarixchilar yevropaliklarni amerika qit'asiga kirib kelishini hindularga nisbatan bosqinchilik deb atashadi,aqsh yangi olam barpo etish ishtiyoqida o'n ikki million hinduni yostig'ini quritgan ming yillar amerika hududida istiqomat qilib kelgan hindularga yevropaliklar tomonidan turli xil qiynoqlar qirg'inlar ularga nisbatan adolatsizliklar amalga oshirilgan tarixchilar yevropaliklarni amerika qittasiga kirib kelishini hindularga nisbatan bosqinchilik deb atashadi,0.0238,0.9972,21.2,"AQSH yangi olam barpo etish ishtiyoqida 12 million hinduni yostig'ini quritgan. Ming yillar Amerika hududida istiqomat qilib kelgan hindularga yevropaliklar tomonidan turli xil qiynoqlar, qirg'inlar, ularga nisbatan adolatsizliklar amalga oshirilgan. Tarixchilar yevropaliklarni Amerika qit'asiga kirib kelishini hindularga nisbatan bosqinchilik deb atashadi."
10946,00015856_0.wav,"Yevropadan, Angliyadan, Turkiyadan, o'zimizga yaqin bo'lgan arab davlatlaridan borib, muzeylardan muzeychilik madaniyatini o'rganib kelish degan narsa yo'q.","Yevropadan, Angliyadan, Turkiyadan, o'zimizga yaqin bo'lgan arab davlatlaridan borib, muzeylardan, muzeychilik madaniyatini madaniyatini o'rganib kelish degan narsa yo'q.",yevropadan angliyadan turkiyadan o'zimizga yaqin bo'lgan arab davlatlaridan borib muzeylardan muzeychilik madaniyatini o'rganib kelish degan narsa yo'q,yevropadan angliyadan turkiyadan o'zimizga yaqin bo'lgan arab davlatlaridan borib muzeylardan muzeychilik madaniyatini madaniyatini o'rganib kelish degan narsa yo'q,0.0588,0.9587,10.64,"Yevropadan, Angliyadan, Turkiyadan, o'zimizga yaqin bo'lgan arab davlatlaridan borib, muzeylardan muzeychilik madaniyatini o'rganib kelish degan narsa yo'q."
17230,00003385_0.wav,"3% ga arzonlab quyidagicha sotilishi kerak: 1 LS 1.2 MT 149 004 000 so'm, 1 LT 1.2 motor mexanik uzatma qutisi 155 008 000 so'm, 3 LT 1.2 MT komplektatsiya 158 995 000 so'm, LTZ 1.2 turbo avtomat uzatma qutisilik model 185 001 000 so'm. Chevrolet Onix sotuvi boshlanishi ortidan avtosalonlarda",3% ga arzonlab quyidagicha sotilishi kerak. Bir LS 1.2 MT 149 million 4000 soʻm. Bir LT 1.2 motor mexanik uzatma qutisi 155 million 8000 soʻm. Uch LT 1.2 MT komplektatsiya 158 million 995 000 soʻm. LTZ 1.2 turbo avtomat uzatma qutilik model 185 million 1000 soʻm. Chevrolet Onix sotuvi boshlanishi ortidan avtosalonlarda shart,uch foizga arzonlab quyidagicha sotilishi kerak bir ls bir butun ikki mt bir yuz qirq to'qqiz million to'rt ming so'm bir lt bir butun ikki motor mexanik uzatma qutisi bir yuz ellik besh million sakkiz ming so'm uch lt bir butun ikki mt komplektatsiya bir yuz ellik sakkiz million to'qqiz yuz to'qson besh ming so'm ltz bir butun ikki turbo avtomat uzatma qutisilik model bir yuz sakson besh million bir ming so'm chevrolet onix sotuvi boshlanishi ortidan avtosalonlarda,uch foizga arzonlab quyidagicha sotilishi kerak bir ls bir butun ikki mt bir yuz qirq to'qqiz million to'rt ming so'm bir lt bir butun ikki motor mexanik uzatma qutisi bir yuz ellik besh million sakkiz ming so'm uch lt bir butun ikki mt komplektatsiya bir yuz ellik sakkiz million to'qqiz yuz to'qson besh ming so'm ltz bir butun ikki turbo avtomat uzatma qutilik model bir yuz sakson besh million ming so'm chevrolet onix sotuvi boshlanishi ortidan avtosalonlarda shart,0.0385,0.9872,28.17,"3% ga arzonlab quyidagicha sotilishi kerak: 1 LS 1.2 MT 149 004 000 so'm, 1 LT 1.2 motor mexanik uzatma qutisi 155 008 000 so'm, 3 LT 1.2 MT komplektatsiya 158 995 000 so'm, LTZ 1.2 turbo avtomat uzatma qutisilik model 185 001 000 so'm. Chevrolet Onix sotuvi boshlanishi ortidan avtosalonlarda"
23239,00017811_1.wav,"Uylini uysiz qiladi, chunki odamlarni gapi bilan yuradigan insonlar. Masalan, aytadiki ering mana bunday qildi, erim bunday qildi, unday qildi, unday qildi dedi, o'rtada nima soladi? Fitna chiqarishadi insonlar. Odamlar fitna chiqardi. Mana shu natijada oila buzilib ketishi ham mumkin. Shuning uchun men odamlar nima deydi?","uylini uysiz qiladi. Chunki odamlarni gapi bilan yuradigan insonlar. Masalan, aytadiki ering mana bunday qildi, erim bunday qildim, unday qildi, unday qildi dedi, o'rtada nima soladi, fitna chiqarishadi insonlar. Odamlar fitna chiqardi. Mana shu natijada oila buzilib ketishi ham mumkin. Shuning uchun men odamlar nima deydi?",uylini uysiz qiladi chunki odamlarni gapi bilan yuradigan insonlar masalan aytadiki ering mana bunday qildi erim bunday qildi unday qildi unday qildi dedi o'rtada nima soladi fitna chiqarishadi insonlar odamlar fitna chiqardi mana shu natijada oila buzilib ketishi ham mumkin shuning uchun men odamlar nima deydi,uylini uysiz qiladi chunki odamlarni gapi bilan yuradigan insonlar masalan aytadiki ering mana bunday qildi erim bunday qildim unday qildi unday qildi dedi o'rtada nima soladi fitna chiqarishadi insonlar odamlar fitna chiqardi mana shu natijada oila buzilib ketishi ham mumkin shuning uchun men odamlar nima deydi,0.0217,0.9984,20.07,"Uylini uysiz qiladi, chunki odamlarni gapi bilan yuradigan insonlar. Masalan, aytadiki ering mana bunday qildi, erim bunday qildi, unday qildi, unday qildi dedi, o'rtada nima soladi? Fitna chiqarishadi insonlar. Odamlar fitna chiqardi. Mana shu natijada oila buzilib ketishi ham mumkin. Shuning uchun men odamlar nima deydi?"
