id,original_path,augmented_path,original_duration,augmented_duration,speed_applied,speed_rate_applied,pitch_applied,noise_applied,time_mask_applied,augmentation_type
53,126041.wav,126041_augmented_pch_msk.wav,6.948,6.948,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
54,127337.wav,127337_augmented_spd_nse.wav,5.184,5.2772,True,0.9823,False,True,False,AugmentationType.SPEED|NOISE
55,127337.wav,127337_augmented_pch_msk.wav,5.184,5.184,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
56,125708.wav,125708_augmented_spd_nse.wav,7.308,8.0843,True,0.904,False,False,False,AugmentationType.SPEED|NOISE
57,125708.wav,125708_augmented_pch_msk.wav,7.308,7.308,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
58,132063.wav,132063_augmented_spd_nse.wav,6.516,6.5391,True,0.9965,False,True,False,AugmentationType.SPEED|NOISE
59,132063.wav,132063_augmented_pch_msk.wav,6.516,6.516,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
60,853223.wav,853223_augmented_spd_nse.wav,5.724,6.073,True,0.9425,False,True,False,AugmentationType.SPEED|NOISE
61,853223.wav,853223_augmented_pch_msk.wav,5.724,5.724,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
62,60818.wav,60818_augmented_spd_nse.wav,5.076,4.7627,True,1.0658,False,True,False,AugmentationType.SPEED|NOISE
63,60818.wav,60818_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
64,59831.wav,59831_augmented_spd_nse.wav,5.688,5.4527,True,1.0432,False,True,False,AugmentationType.SPEED|NOISE
65,59831.wav,59831_augmented_pch_msk.wav,5.688,5.688,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
66,59806.wav,59806_augmented_spd_nse.wav,5.472,5.5806,True,0.9805,False,True,False,AugmentationType.SPEED|NOISE
67,59806.wav,59806_augmented_pch_msk.wav,5.472,5.472,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
68,844491.wav,844491_augmented_spd_nse.wav,5.976,5.7315,True,1.0427,False,False,False,AugmentationType.SPEED|NOISE
69,844491.wav,844491_augmented_pch_msk.wav,5.976,5.976,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
70,849889.wav,849889_augmented_spd_nse.wav,5.04,4.8996,True,1.0287,False,False,False,AugmentationType.SPEED|NOISE
71,849889.wav,849889_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
72,843744.wav,843744_augmented_spd_nse.wav,5.58,5.3975,True,1.0338,False,True,False,AugmentationType.SPEED|NOISE
73,843744.wav,843744_augmented_pch_msk.wav,5.58,5.58,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
74,849978.wav,849978_augmented_spd_nse.wav,6.264,6.6959,True,0.9355,False,True,False,AugmentationType.SPEED|NOISE
75,849978.wav,849978_augmented_pch_msk.wav,6.264,6.264,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
76,841998.wav,841998_augmented_spd_nse.wav,5.4,5.3594,True,1.0076,False,True,False,AugmentationType.SPEED|NOISE
77,841998.wav,841998_augmented_pch_msk.wav,5.4,5.4,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
78,364987.wav,364987_augmented_spd_nse.wav,6.048,6.6232,True,0.9131,False,True,False,AugmentationType.SPEED|NOISE
79,364987.wav,364987_augmented_pch_msk.wav,6.048,6.048,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
80,370251.wav,370251_augmented_spd_nse.wav,5.76,6.3718,True,0.904,False,False,False,AugmentationType.SPEED|NOISE
81,370251.wav,370251_augmented_pch_msk.wav,5.76,5.76,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
82,399857.wav,399857_augmented_spd_nse.wav,6.804,6.7116,True,1.0138,False,False,False,AugmentationType.SPEED|NOISE
83,399857.wav,399857_augmented_pch_msk.wav,6.804,6.804,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
84,785346.wav,785346_augmented_spd_nse.wav,5.976,5.7087,True,1.0468,False,True,False,AugmentationType.SPEED|NOISE
85,785346.wav,785346_augmented_pch_msk.wav,5.976,5.976,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
86,843699.wav,843699_augmented_spd_nse.wav,6.408,7.0226,True,0.9125,False,True,False,AugmentationType.SPEED|NOISE
87,843699.wav,843699_augmented_pch_msk.wav,6.408,6.408,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
88,864654.wav,864654_augmented_spd_nse.wav,8.244,8.9806,True,0.918,False,True,False,AugmentationType.SPEED|NOISE
89,864654.wav,864654_augmented_pch_msk.wav,8.244,8.244,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
90,864656.wav,864656_augmented_spd_nse.wav,5.998,5.7367,True,1.0455,False,False,False,AugmentationType.SPEED|NOISE
91,864656.wav,864656_augmented_pch_msk.wav,5.998,5.998,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
92,334344.wav,334344_augmented_spd_nse.wav,5.58,5.1151,True,1.0909,False,True,False,AugmentationType.SPEED|NOISE
93,334344.wav,334344_augmented_pch_msk.wav,5.58,5.58,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
94,466759.wav,466759_augmented_spd_nse.wav,5.256,5.6884,True,0.924,False,False,False,AugmentationType.SPEED|NOISE
95,466759.wav,466759_augmented_pch_msk.wav,5.256,5.256,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
96,325134.wav,325134_augmented_spd_nse.wav,5.22,5.728,True,0.9113,False,True,False,AugmentationType.SPEED|NOISE
97,325134.wav,325134_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
98,864672.wav,864672_augmented_spd_nse.wav,6.984,7.0497,True,0.9907,False,False,False,AugmentationType.SPEED|NOISE
99,864672.wav,864672_augmented_pch_msk.wav,6.984,6.984,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
100,864670.wav,864670_augmented_spd_nse.wav,5.22,5.6251,True,0.928,False,True,False,AugmentationType.SPEED|NOISE
101,864670.wav,864670_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
102,849913.wav,849913_augmented_spd_nse.wav,5.436,5.2508,True,1.0353,False,True,False,AugmentationType.SPEED|NOISE
103,849913.wav,849913_augmented_pch_msk.wav,5.436,5.436,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
104,4853.wav,4853_augmented_spd_nse.wav,5.076,4.7759,True,1.0628,False,True,False,AugmentationType.SPEED|NOISE
105,4853.wav,4853_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
106,849898.wav,849898_augmented_spd_nse.wav,9.936,10.8018,True,0.9198,False,True,False,AugmentationType.SPEED|NOISE
107,849898.wav,849898_augmented_pch_msk.wav,9.936,9.936,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
108,5872.wav,5872_augmented_spd_nse.wav,3.22,3.1576,True,1.0198,False,False,False,AugmentationType.SPEED|NOISE
109,5872.wav,5872_augmented_pch_msk.wav,3.22,3.22,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
110,849970.wav,849970_augmented_spd_nse.wav,7.2,7.1629,True,1.0052,False,False,False,AugmentationType.SPEED|NOISE
111,849970.wav,849970_augmented_pch_msk.wav,7.2,7.2,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
112,841711.wav,841711_augmented_spd_nse.wav,7.56,8.3826,True,0.9019,False,True,False,AugmentationType.SPEED|NOISE
113,841711.wav,841711_augmented_pch_msk.wav,7.56,7.56,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
114,859864.wav,859864_augmented_spd_nse.wav,7.488,7.4352,True,1.0071,False,False,False,AugmentationType.SPEED|NOISE
115,859864.wav,859864_augmented_pch_msk.wav,7.488,7.488,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
116,494972.wav,494972_augmented_spd_nse.wav,5.076,5.2233,True,0.9718,False,True,False,AugmentationType.SPEED|NOISE
117,494972.wav,494972_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
118,843446.wav,843446_augmented_spd_nse.wav,5.364,5.5521,True,0.9661,False,True,False,AugmentationType.SPEED|NOISE
119,843446.wav,843446_augmented_pch_msk.wav,5.364,5.364,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
120,861863.wav,861863_augmented_spd_nse.wav,5.724,5.2757,True,1.085,False,True,False,AugmentationType.SPEED|NOISE
121,861863.wav,861863_augmented_pch_msk.wav,5.724,5.724,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
122,171181.wav,171181_augmented_spd_nse.wav,6.228,6.3301,True,0.9839,False,True,False,AugmentationType.SPEED|NOISE
123,171181.wav,171181_augmented_pch_msk.wav,6.228,6.228,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
124,425395.wav,425395_augmented_spd_nse.wav,8.388,8.8576,True,0.947,False,False,False,AugmentationType.SPEED|NOISE
125,425395.wav,425395_augmented_pch_msk.wav,8.388,8.388,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
126,103969.wav,103969_augmented_spd_nse.wav,6.732,6.5513,True,1.0276,False,True,False,AugmentationType.SPEED|NOISE
127,103969.wav,103969_augmented_pch_msk.wav,6.732,6.732,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
128,845612.wav,845612_augmented_spd_nse.wav,5.22,5.2945,True,0.9859,False,True,False,AugmentationType.SPEED|NOISE
129,845612.wav,845612_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
130,105626.wav,105626_augmented_spd_nse.wav,5.688,6.1036,True,0.9319,False,True,False,AugmentationType.SPEED|NOISE
131,105626.wav,105626_augmented_pch_msk.wav,5.688,5.688,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
132,845820.wav,845820_augmented_spd_nse.wav,8.784,8.8429,True,0.9933,False,False,False,AugmentationType.SPEED|NOISE
133,845820.wav,845820_augmented_pch_msk.wav,8.784,8.784,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
134,861851.wav,861851_augmented_spd_nse.wav,6.516,6.2162,True,1.0482,False,False,False,AugmentationType.SPEED|NOISE
135,861851.wav,861851_augmented_pch_msk.wav,6.516,6.516,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
136,741056.wav,741056_augmented_spd_nse.wav,5.148,4.9701,True,1.0358,False,False,False,AugmentationType.SPEED|NOISE
137,741056.wav,741056_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
138,864625.wav,864625_augmented_spd_nse.wav,6.516,7.1417,True,0.9124,False,True,False,AugmentationType.SPEED|NOISE
139,864625.wav,864625_augmented_pch_msk.wav,6.516,6.516,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
140,841682.wav,841682_augmented_spd_nse.wav,7.236,7.1096,True,1.0178,False,False,False,AugmentationType.SPEED|NOISE
141,841682.wav,841682_augmented_pch_msk.wav,7.236,7.236,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
142,354172.wav,354172_augmented_spd_nse.wav,5.04,4.6022,True,1.0951,False,False,False,AugmentationType.SPEED|NOISE
143,354172.wav,354172_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
144,836475.wav,836475_augmented_spd_nse.wav,6.156,5.8682,True,1.049,False,False,False,AugmentationType.SPEED|NOISE
145,836475.wav,836475_augmented_pch_msk.wav,6.156,6.156,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
146,841671.wav,841671_augmented_spd_nse.wav,5.004,5.4427,True,0.9194,False,True,False,AugmentationType.SPEED|NOISE
147,841671.wav,841671_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
148,843854.wav,843854_augmented_spd_nse.wav,5.22,5.2087,True,1.0022,False,True,False,AugmentationType.SPEED|NOISE
149,843854.wav,843854_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
150,845591.wav,845591_augmented_spd_nse.wav,6.192,5.7494,True,1.077,False,False,False,AugmentationType.SPEED|NOISE
151,845591.wav,845591_augmented_pch_msk.wav,6.192,6.192,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
152,350449.wav,350449_augmented_spd_nse.wav,5.436,5.4026,True,1.0062,False,True,False,AugmentationType.SPEED|NOISE
153,350449.wav,350449_augmented_pch_msk.wav,5.436,5.436,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
154,125093.wav,125093_augmented_spd_nse.wav,5.508,5.4361,True,1.0132,False,True,False,AugmentationType.SPEED|NOISE
155,125093.wav,125093_augmented_pch_msk.wav,5.508,5.508,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
156,124111.wav,124111_augmented_spd_nse.wav,5.796,5.6889,True,1.0188,False,True,False,AugmentationType.SPEED|NOISE
157,124111.wav,124111_augmented_pch_msk.wav,5.796,5.796,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
158,741518.wav,741518_augmented_spd_nse.wav,5.004,4.7024,True,1.0641,False,False,False,AugmentationType.SPEED|NOISE
159,741518.wav,741518_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
160,741607.wav,741607_augmented_spd_nse.wav,5.004,5.3596,True,0.9337,False,True,False,AugmentationType.SPEED|NOISE
161,741607.wav,741607_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
162,132049.wav,132049_augmented_spd_nse.wav,6.804,6.3253,True,1.0757,False,True,False,AugmentationType.SPEED|NOISE
163,132049.wav,132049_augmented_pch_msk.wav,6.804,6.804,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
164,140895.wav,140895_augmented_spd_nse.wav,5.544,6.0571,True,0.9153,False,False,False,AugmentationType.SPEED|NOISE
165,140895.wav,140895_augmented_pch_msk.wav,5.544,5.544,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
166,137457.wav,137457_augmented_spd_nse.wav,5.616,6.0004,True,0.9359,False,False,False,AugmentationType.SPEED|NOISE
167,137457.wav,137457_augmented_pch_msk.wav,5.616,5.616,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
168,137401.wav,137401_augmented_spd_nse.wav,5.22,5.0832,True,1.0269,False,True,False,AugmentationType.SPEED|NOISE
169,137401.wav,137401_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
170,137192.wav,137192_augmented_spd_nse.wav,5.796,6.2239,True,0.9313,False,True,False,AugmentationType.SPEED|NOISE
171,137192.wav,137192_augmented_pch_msk.wav,5.796,5.796,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
172,136675.wav,136675_augmented_spd_nse.wav,4.032,3.6822,True,1.095,False,True,False,AugmentationType.SPEED|NOISE
173,136675.wav,136675_augmented_pch_msk.wav,4.032,4.032,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
174,143245.wav,143245_augmented_spd_nse.wav,6.588,6.2076,True,1.0613,False,True,False,AugmentationType.SPEED|NOISE
175,143245.wav,143245_augmented_pch_msk.wav,6.588,6.588,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
176,142973.wav,142973_augmented_spd_nse.wav,7.884,8.0656,True,0.9775,False,True,False,AugmentationType.SPEED|NOISE
177,142973.wav,142973_augmented_pch_msk.wav,7.884,7.884,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
178,142914.wav,142914_augmented_spd_nse.wav,5.76,5.7384,True,1.0038,False,True,False,AugmentationType.SPEED|NOISE
179,142914.wav,142914_augmented_pch_msk.wav,5.76,5.76,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
180,143729.wav,143729_augmented_spd_nse.wav,5.436,5.5788,True,0.9744,False,True,False,AugmentationType.SPEED|NOISE
181,143729.wav,143729_augmented_pch_msk.wav,5.436,5.436,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
182,605734.wav,605734_augmented_spd_nse.wav,6.588,6.2232,True,1.0586,False,True,False,AugmentationType.SPEED|NOISE
183,605734.wav,605734_augmented_pch_msk.wav,6.588,6.588,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
184,171989.wav,171989_augmented_spd_nse.wav,6.264,6.9563,True,0.9005,False,True,False,AugmentationType.SPEED|NOISE
185,171989.wav,171989_augmented_pch_msk.wav,6.264,6.264,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
186,173226.wav,173226_augmented_spd_nse.wav,5.94,5.469,True,1.0861,False,True,False,AugmentationType.SPEED|NOISE
187,173226.wav,173226_augmented_pch_msk.wav,5.94,5.94,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
188,192787.wav,192787_augmented_spd_nse.wav,5.004,4.566,True,1.0959,False,True,False,AugmentationType.SPEED|NOISE
189,192787.wav,192787_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
190,864644.wav,864644_augmented_spd_nse.wav,5.544,5.3817,True,1.0302,False,True,False,AugmentationType.SPEED|NOISE
191,864644.wav,864644_augmented_pch_msk.wav,5.544,5.544,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
192,843733.wav,843733_augmented_spd_nse.wav,5.868,6.3299,True,0.927,False,False,False,AugmentationType.SPEED|NOISE
193,843733.wav,843733_augmented_pch_msk.wav,5.868,5.868,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
194,845757.wav,845757_augmented_spd_nse.wav,6.696,7.4255,True,0.9018,False,True,False,AugmentationType.SPEED|NOISE
195,845757.wav,845757_augmented_pch_msk.wav,6.696,6.696,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
196,844527.wav,844527_augmented_spd_nse.wav,7.2,7.0248,True,1.0249,False,True,False,AugmentationType.SPEED|NOISE
197,844527.wav,844527_augmented_pch_msk.wav,7.2,7.2,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
198,843928.wav,843928_augmented_spd_nse.wav,5.688,5.6278,True,1.0107,False,True,False,AugmentationType.SPEED|NOISE
199,843928.wav,843928_augmented_pch_msk.wav,5.688,5.688,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
200,409518.wav,409518_augmented_spd_nse.wav,5.436,5.1602,True,1.0535,False,True,False,AugmentationType.SPEED|NOISE
201,409518.wav,409518_augmented_pch_msk.wav,5.436,5.436,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
202,845858.wav,845858_augmented_spd_nse.wav,6.084,5.8942,True,1.0322,False,True,False,AugmentationType.SPEED|NOISE
203,845858.wav,845858_augmented_pch_msk.wav,6.084,6.084,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
204,856545.wav,856545_augmented_spd_nse.wav,7.596,6.9527,True,1.0925,False,True,False,AugmentationType.SPEED|NOISE
205,856545.wav,856545_augmented_pch_msk.wav,7.596,7.596,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
206,845190.wav,845190_augmented_spd_nse.wav,6.984,7.1282,True,0.9798,False,False,False,AugmentationType.SPEED|NOISE
207,845190.wav,845190_augmented_pch_msk.wav,6.984,6.984,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
208,841702.wav,841702_augmented_spd_nse.wav,8.244,8.6506,True,0.953,False,True,False,AugmentationType.SPEED|NOISE
209,841702.wav,841702_augmented_pch_msk.wav,8.244,8.244,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
210,350639.wav,350639_augmented_spd_nse.wav,5.688,5.9614,True,0.9541,False,False,False,AugmentationType.SPEED|NOISE
211,350639.wav,350639_augmented_pch_msk.wav,5.688,5.688,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
212,350789.wav,350789_augmented_spd_nse.wav,5.58,5.3311,True,1.0467,False,True,False,AugmentationType.SPEED|NOISE
213,350789.wav,350789_augmented_pch_msk.wav,5.58,5.58,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
214,353399.wav,353399_augmented_spd_nse.wav,4.968,4.7764,True,1.0401,False,True,False,AugmentationType.SPEED|NOISE
215,353399.wav,353399_augmented_pch_msk.wav,4.968,4.968,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
216,353957.wav,353957_augmented_spd_nse.wav,5.868,5.6208,True,1.044,False,True,False,AugmentationType.SPEED|NOISE
217,353957.wav,353957_augmented_pch_msk.wav,5.868,5.868,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
